CASNumber	CASStandard	ChemicalNumber	Category	SortCAS	SortName	FullChemicalName	Chemical	Added	ToxicitySource	RfCInhale	RfCUF	RfCMF	RfCConf	RfCSource	RfCListingDate	RFDOral	RfDUF	RfDMF	RfDConf	RfDListingDate	RfDSource	UnitRiskInhale	QSTAROral	WOE	UnitRiskListingDate	UnitRiskSource	QStarListingDate	QStarSource	WOEListingDate	WOESource	ITW	OTW	ToxicityClassOral	ToxicityClassInhale	ToxicityCategory	AirDecay	Koc	H2ODecay	LOGKow	Kd	WaterSolubility	POTWPartitionRemoval	POTWPartitionSludge	POTWPartitionVolat	POTWPartitionBiod	IncineratorDRE	BCF	Henrys	MCL	MolecularWeight	T33_50Flag	HAPFlag	CAAFlag	PriorityPollutantFlag	SDWAFlag	CERCLAFlag	OSHACarcinogens	ExpansionFlag	CoreChemicalFlag	MiniCoreChemicalFlag	Core98ChemicalFlag	HPVFlag	HPVChallenge	PBTFlag	Metal	UserTag1	UserTag2	UserTag3	UserTag4	UserTag5	HasTox	MaxTW
"78933"	"78-93-3"	373	"<Not Assigned>"	78933	"Methyl ethyl ketone"	"Methyl ethyl ketone"	"Methyl ethyl ketone"	1987	"IRIS 11/2003, OPP 11/2003"	5.0	300	1	"M"	"IRIS"	"9/26/2003"	0.6	1000	1	"L"	"9/26/2003"	"IRIS"			"D"					"5/30/1989"	"OPP"	0.36	0.8300000000000001	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.00311	5		0.29		223000	92.13	0.37	0.53	99.11	99.0	3.2	0.0000569		72.11	1	1	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	0.8300000000000001
"60344"	"60-34-4"	374	"<Not Assigned>"	60344	"Methyl hydrazine"	"Methyl hydrazine"	"Methyl hydrazine"	1987	"HEAST 3/1993"														1.1	"B"			"3/1993"	"HEAST"	"3/1993"	"HEAST"	2200	2200	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.176	2	0.0	-1.05		1000000	75.08	0.83	0.08	99.11	99.0	3.2	0.00000303		46.07	0	1	1	0	0	1	0	0	1	1	1	0		0	"CNM"						1	2200
"74884"	"74-88-4"	375	"<Not Assigned>"	74884	"Methyl iodide"	"Methyl iodide"	"Methyl iodide"	1987	"interim derived"														2.9	"C"				"interim derived"		"interim derived"	580	580	"Carcinogen"	"Carcinogen*"	"Carcinogen"	1.94E-4	23	2.62E-4	1.51		13800	75.27	0.94	70.35	28.71	99.0	8.3	0.00526		141.94	0	1	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	580
"108101"	"108-10-1"	376	"<Not Assigned>"	108101	"Methyl isobutyl ketone"	"Methyl isobutyl ketone"	"Methyl isobutyl ketone"	1987	"IRIS 11/2003"	3.0	300	1	"L-M"	"IRIS"	"4/25/2003"																0.6	0.6	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	0.0381	19		1.31		19000	92.25	0.4	1.12	98.48	99.0	5.8	0.00013800000000000002		100.16	1	1	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	0.6
"624839"	"624-83-9"	377	"<Not Assigned>"	624839	"Methyl isocyanate"	"Methyl isocyanate"	"Methyl isocyanate"	1987	"CalEPA 11/2003"	0.0010				"CalEPA"	"12/2001"																1800	1800	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	3.67E-4		4.2	0.79		29200	99.95	0.02	0.14	99.84	99.0		0.000926		57.05	0	1	1	0	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	1800
"556616"	"556-61-6"	378	"<Not Assigned>"	556616	"Methyl isothiocyanate"	"Methyl isothiocyanate"	"Methyl isothiocyanate"	1995																												3.67E-4	6		0.94		7600	99.96	0.02	0.23	99.75	99.0	3.1	0.0000448		73.12	0	0	0	0	0	0	0	1	0	1	1	1	"0"	0	"NM"						0	
"80626"	"80-62-6"	379	"<Not Assigned>"	80626	"Methyl methacrylate"	"Methyl methacrylate"	"Methyl methacrylate"	1987	"IRIS 6/2000"	0.7	10	1	"M"	"IRIS"	"3/2/1998"	1.4	100	1	"L"	"3/2/1998"	"IRIS"			"E"					"3/2/1998"	"IRIS"	2.6	0.36	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0702	22	2.0E-5	1.38		15000	92.38	0.41	2.23	97.36	99.0	6.6000000000000005	0.000319		100.12	0	1	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	2.6
"298000"	"298-00-0"	380	"<Not Assigned>"	298000	"Methyl parathion"	"Methyl parathion"	"Methyl parathion"	1995	"OPP 11/2003"							2.0E-4	100			"6/2002"	"OPP"			"E"					"12/1/1997"	"OPP"	2500	2500	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.16	5100	4.0E-4	2.86		37.7	93.97	1.86	0.0	98.14	99.0	40	0.0000001		263.21	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	2500
"1634044"	"1634-04-4"	381	"<Not Assigned>"	1634044	"Methyl tert-butyl ether"	"Methyl tert-butyl ether"	"Methyl tert-butyl ether"	1987	"IRIS 4/1997, CalEPA 5/2001, IARC 9/2001"	3.0	100	1	"M"	"IRIS"	"9/1/1993"							2.6E-4		"D"	"11/1999"	"CalEPA"			"1999"	"IARC"	0.6	0.6	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	0.00794	11		0.94		51000	52.94	1.87	24.35	73.78	99.0	1.5	0.0005870000000000001		88.15	0	1	0	0	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	0.6
"74953"	"74-95-3"	382	"<Not Assigned>"	74953	"Methylene bromide"	"Methylene bromide"	"Methylene bromide"	1987	"HEAST 7/1997"							0.01	1000			"7/1997"	"HEAST"										50	50	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	3.05E-4	25	8.94E-12	1.7		11900	55.71	1.94	30.77	67.29	99.0	12	0.000822		173.84	0	0	0	0	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	50
"101144"	"101-14-4"	383	"<Not Assigned>"	101144	"Methylenebis(2-chloroaniline), 4,4'-"	"4,4'-Methylenebis(2-chloroaniline)"	"4,4'-Methylenebis(2-chloroaniline)"	1987	"CalEPA 5/2001, ATSDR 4/2001, HEAST 7/1997"							0.0030	3000			"5/1994"	"ATSDR"	0.43	0.13	"B2"	"4/1999"	"CalEPA"	"7/1997"	"HEAST"	"7/1997"	"HEAST"	3100	260	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.209	8000	9.0E-8	3.91		13.9	81.57	20.64	0.0	79.36	99.0	550	0.0000000000406		267.16	0	1	0	0	0	1	1	0	1	1	1	1	"0"	0	"CNM"						1	3100
"101611"	"101-61-1"	384	"<Not Assigned>"	101611	"Methylenebis(N,N-dimethylbenzenamine), 4,4'-"	"4,4'-Methylenebis(N,N-dimethylbenzenamine)"	"4,4'-Methylenebis(N,N-dimethylbenzenamine)"	1987	"IRIS 4/1997"														0.046	"B2"			"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	92	92	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.556	2000		4.37		4.14	92.73	31.74	0.0	68.25	99.0	1200	0.00000000107		254.38	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						1	92
"101779"	"101-77-9"	385	"<Not Assigned>"	101779	"Methylenedianiline"	"4,4'-Methylenedianiline"	"4,4'-Methylenedianiline"	1987	"CalEPA 7/2001, CalEPA 11/2003, interim derived"	0.02				"CalEPA"	"12/2001"							0.46	1.6	"B2"	"4/1999"	"CalEPA"	"10/2000"	"CalEPA"		"interim derived"	3300	3200	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.543	98		1.59		1000	75.38	0.96	0.0	99.04	99.0	9.5	0.000000000056		198.27	0	1	0	0	0	1	1	0	1	1	1	1	"2"	0	"CNM"						1	3300
"75865"	"75-86-5"	386	"<Not Assigned>"	75865	"Methyllactonitrile, 2-"	"2-Methyllactonitrile"	"2-Methyllactonitrile"	1995	"HEAST 7/1997"							8.0E-4	3000			"7/1997"	"HEAST"										630	630	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.00317		4.47	-0.03		1000000	99.95	0.02	0.0	99.98	99.0		0.00000000197		85.11	0	0	0	0	0	1	0	1	0	1	1	1	"2"	0	"NM"						1	630
"109068"	"109-06-8"	387	"<Not Assigned>"	109068	"Methylpyridine, 2-"	"2-Methylpyridine"	"2-Methylpyridine"	1994																												0.00298	2		1.11		1000000	92.11	0.39	0.098	99.51	99.0	4.1	0.00000996		93.13	0	0	0	0	0	1	0	0	0	1	1	1	"2"	0	"NM"						0	
"9006422"	"9006-42-2"	388	"<Not Assigned>"	9006422	"Metiram"	"Metiram"	"Metiram"	1995	"OPP 11/2003"							0.0040	100			"11/2001"	"OPP"			"B2"					"11/15/1999"	"OPP"	130	130	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.971	22		0.3		14530	1.85	95.14	0.0	4.86	99.0	2.8	0.0000000533		504.13	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	130
"21087649"	"21087-64-9"	389	"<Not Assigned>"	21087649	"Metribuzin"	"Metribuzin"	"Metribuzin"	1995	"IRIS 4/1997"							0.025	100	1	"M"	"1/1/1995"	"IRIS"			"D"					"12/1/1996"	"IRIS"	20	20	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0493	95		1.7		1050	45.99	2.7	0.0	97.33	99.0	12	0.000000000117		214.29	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	20
"7786347"	"7786-34-7"	390	"<Not Assigned>"	7786347	"Mevinphos"	"Mevinphos"	"Mevinphos"	1995	"OPP 11/2003"							2.5E-4	100			"4/1999"	"OPP"										2000	2000	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0981	200	2.38E-6	0.13		600000	92.06	0.37	0.0	99.64	99.0	3.2	0.0000000000639		224.15	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	2000
"90948"	"90-94-8"	391	"<Not Assigned>"	90948	"Michler's ketone"	"Michler's ketone"	"Michlers Ketone"	1987	"CalEPA 5/2001, final derived"													0.25	0.86	"C"	"4/1999"	"CalEPA"		"final derived"		"final derived"	180	170	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.554	162		3.87		400	60.21	31.74	0.0	68.28	99.0	510	0.000000000491		268.36	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						1	180
"2212671"	"2212-67-1"	392	"<Not Assigned>"	2212671	"Molinate (1H-Azepine-1 carbothioic acid, hexahydro-S-ethyl e"	"1H-Azepine-1 carbothioic acid, hexahydro-S-ethyl ester"	"Molinate"	1995	"OPP 8/2000, OPP 11/2003"							0.0010	300			"10/1998"	"OPP"		0.0492	"C"			"6/17/1992"	"OPP"	"6/17/1992"	"OPP"	500	500	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0835	83		3.21		970	59.71	9.19	0.18	90.62	99.0	160	0.0000041		187.31	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	500
"1313275"	"1313-27-5"	393	"<Not Assigned>"	1313275	"Molybdenum trioxide"	"Molybdenum trioxide"	"Molybdenum trioxide"	1987	"interim derived"	2.4E-4	1000		"L"	"interim derived"		0.0026	1000		"L"		"interim derived"										7500	190	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"		35		2.23		490	2.52	96.03	0.0	3.97		10			143.95	0	0	0	0	0	0	0	0	1	1	1	0		0	"CM"						1	7500
"150685"	"150-68-5"	394	"<Not Assigned>"	150685	"Monuron"	"Monuron"	"Monuron"	1995																												0.0393	110		1.94		230	22.77	7.69	0.0	92.31	99.0	18	0.000000000572		198.65	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"505602"	"505-60-2"	395	"<Not Assigned>"	505602	"Mustard gas"	"Mustard gas"	"Mustard gas"	1987																												0.0211	120		2.41		684	99.99	0.03	0.01	99.97	99.0	40	0.0000275		159.08	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						0	
"88671890"	"88671-89-0"	396	"<Not Assigned>"	88671890	"Myclobutanil (alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-tr"	"alpha-Butyl-alpha-(4-chlorophenyl)-1H-1,2,4-triazole-1-propanenitrile"	"Myclobutanil"	1995	"OPP 11/2003"							0.025	100			"11/1997"	"OPP"			"E"					"6/16/1994"	"OPP"	20	20	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.019	286		2.94		142	68.04	13.07	0.0	86.95	99.0	100	0.00000000428		274.76	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						1	20
"68122"	"68-12-2"	397	"<Not Assigned>"	68122	"Dimethylformamide, N,N-"	"N,N-Dimethylformamide"	"N,N-Dimethylformamide"	1995	"IRIS 4/1997, HEAST 7/1997"	0.03	300	1	"M"	"IRIS"	"10/1/1990"	0.1	1000			"7/1997"	"HEAST"										60	5	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0474	2		-1.01		1000000	92.06	0.36	0.0	99.63	99.0	3.2	0.0000000739		73.1	0	1	0	0	0	1	0	1	0	1	1	1	"2,4"	0	"NM"						1	60
"872504"	"872-50-4"	398	"<Not Assigned>"	872504	"N-Methyl-2-pyrrolidone"	"N-Methyl-2-pyrrolidone"	"N-methyl-2-pyrrolidone"	1995																												0.0637	2		-0.38		1000000	92.06	0.36	0.0	99.64	99.0	3.2	0.0000000446		99.13	0	0	0	0	0	0	0	1	0	1	1	1	"2,4"	0	"NM"						0	
"924425"	"924-42-5"	399	"<Not Assigned>"	924425	"N-Methylolacrylamide"	"N-Methylolacrylamide"	"N-methylolacrylamide"	1995																												0.0763	1		-1.81		1000000	92.06	0.36	0.0	99.63	99.0	3.2	0.00000000000945		101.11	0	0	0	0	0	0	0	1	0	1	1	1	"0"	0	"NM"						0	
"142596"	"142-59-6"	400	"<Not Assigned>"	142596	"Nabam"	"Nabam"	"Nabam"	1995																												0.398	5.3	0.693	-4.24		200000	90.0	0.0	0.0	100.0	99.0	3.2	0.0000000000000000016		256.34	0	0	0	0	0	0	0	1	0	1	1	0		0	"NM"						0	
"300765"	"300-76-5"	401	"<Not Assigned>"	300765	"Naled"	"Naled"	"Naled"	1995	"OPP 11/2003"							0.0020	100			"5/2001"	"OPP"			"E"					"8/31/1994"	"OPP"	250	250	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"	0.0172	3500		1.38		1.5	75.26	0.9	0.0	99.1	99.0	6.6	0.0000651		380.79	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						1	250
"91203"	"91-20-3"	402	"<Not Assigned>"	91203	"Naphthalene"	"Naphthalene"	"Naphthalene"	1987	"IRIS 6/2000"	0.0030	3000	1	"M"	"IRIS"	"9/17/1998"	0.02	3000	1	"L"	"9/17/1998"	"IRIS"			"C"					"9/17/1998"	"IRIS"	600	25	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0583	1500	0.0019	3.3		31	95.99	3.94	1.71	94.35	99.0	60	0.00044		128.18	0	1	0	1	0	1	0	0	1	1	1	1	"2"	0	"CNM"						1	600
"91598"	"91-59-8"	403	"<Not Assigned>"	91598	"Naphthylamine"	"beta-Naphthylamine"	"beta-Naphthylamine"	1987																												0.54	1600		2.28		6.4	76.56	1.42	0.0	98.56	99.0	32	0.000000081		143.19	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						0	
"134327"	"134-32-7"	404	"<Not Assigned>"	134327	"Naphthylamine"	"alpha-Naphthylamine"	"alpha-Naphthylamine"	1987																												0.54	3210		2.25		1700	76.46	1.39	0.013	98.6	99.0	30	0.000000111		143.19	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						0	
"7440020"	"7440-02-0"	405	"<Not Assigned>"	7440020	"Nickel"	"Nickel"	"Nickel"	1987	"CalEPA 5/2001, interim derived"	5.0E-5				"CalEPA"	"2/2000"	0.05				"10/2000"	"CalEPA"	0.26		"B1"	"8/1991"	"CalEPA"				"interim derived"	36000	10	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"		14		-0.57	27	421600	38.28	100.0	0.0	0.0	99.0	47	0.0245	0.1	58.71	1	1	0	1	0	1	1	0	1	1	1	0		0	"CM"						1	36000
"N495"	"N495"	406	"<Not Assigned>"	495	"Nickel compounds"	"Nickel compounds"	"Nickel compounds"	1987	"CalEPA 5/2001, interim derived"	5.0E-5				"CalEPA"	"2/2000"	0.05				"10/2000"	"CalEPA"	0.26		"B1"	"8/1991"	"CalEPA"				"interim derived"	36000	10	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"		14		-0.57	27	421600	38.28	100.0	0.0	0.0	99.0	47	0.0245	0.1	58.71	1	1	0	0	0	1	1	0	1	1	1	0		0	"CM"						1	36000
"N503"	"N503"	407	"<Not Assigned>"	503	"Nicotine and salts"	"Nicotine and salts"	"Nicotine and salts"	1995																												0.25	2		1.17		1000000	1.91	94.76	0.0	4.71	99.0	4.6000000000000005	0.000000003		162.24	0	0	0	0	0	1	0	1	0	1	1	0		0	"NM"						0	
"1929824"	"1929-82-4"	408	"<Not Assigned>"	1929824	"Nitrapyrin"	"Nitrapyrin"	"Nitrapyrin"	1995	"OPP 2/1997, OPP 8/2000"							0.03	100			"5/8/1992"	"OPP"		0.0425	"B"			"5/5/2000"	"OPP"	"5/5/2000"	"OPP"	85	85	"Carcinogen"	"Carcinogen*"	"Carcinogen"	9.45E-5	321		3.41		72	65.8	11.57	2.2	86.25	99.0	230	0.0000203		230.91	0	0	0	0	0	0	0	1	0	1	1	1	"0"	0	"NM"						1	85
"N511"	"N511"	409	"<Not Assigned>"	511	"Nitrate compounds (water dissociable)"	"Nitrate compounds (water dissociable)"	"Nitrate compounds"	1995	"IRIS 4/1997"							1.6	1	1	"H"	"10/1/1991"	"IRIS"										0.31	0.31	"Non-carcinogen"	"Non-carcinogen*"	"Non-carcinogen"														10.0		0	0	0	0	1	0	0	1	0	1	1	0		0	"NM"						1	0.31
"7697372"	"7697-37-2"	410	"<Not Assigned>"	7697372	"Nitric acid"	"Nitric acid"	"Nitric acid"	1987	"final derived"	0.013	1000		"L"	"final derived"																	140	140	"Non-carcinogen*"	"Non-carcinogen"	"Non-carcinogen"	9.72E-4	14		0.21		90900	100.0	0.0	0.0	100.0		3.2	0.0245		63.01	0	0	0	0	0	1	0	0	1	1	1	0		0	"CNM"						1	140
"139139"	"139-13-9"	411	"<Not Assigned>"	139139	"Nitrilotriacetic acid"	"Nitrilotriacetic acid"	"Nitrilotriacetic acid"	1987	"interim derived"							0.014	10000		"L"		"interim derived"		0.02	"B2"				"interim derived"		"interim derived"	40	40	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.235	280		-3.81		59060	92.06	0.36	0.0	99.63	99.0	3.2	0.00000000013		191.14	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						1	40
"99592"	"99-59-2"	412	"<Not Assigned>"	99592	"Nitro-o-anisidine, 5-"	"5-Nitro-o-anisidine"	"5-Nitro-o-anisidine"	1987	"HEAST 7/1997"														0.046	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	92	92	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0242	321		1.47		115	45.76	2.56	0.0	97.44	99.0	7.7	0.0000000125		168.15	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						1	92
"99558"	"99-55-8"	413	"<Not Assigned>"	99558	"Nitro-o-toluidine, 5-"	"5-Nitro-o-toluidine"	"5-Nitro-o-toluidine"	1994	"HEAST 7/1997"														0.033	"C"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	6.6000000000000005	6.6000000000000005	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0315	69		1.87		1878	46.26	2.83	0.0	97.17	99.0	16	0.0000000177		152.15	0	0	0	0	0	1	0	0	0	1	1	0		0	"NM"						1	6.6000000000000005
"98953"	"98-95-3"	414	"<Not Assigned>"	98953	"Nitrobenzene"	"Nitrobenzene"	"Nitrobenzene"	1987	"IRIS 4/1997, CalEPA 5/2001"	0.0017				"CalEPA"	"1/1991"	5.0E-4	10000	1	"L"	"1/1/1991"	"IRIS"			"D"					"2/1/1995"	"IRIS"	1100	1000	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	4.02E-4	150		1.85		2090	92.32	0.52	0.23	99.24	99.0	13	0.000024		123.11	0	1	0	1	0	1	1	0	1	1	1	1	"2"	0	"CNM"						1	1100
"92933"	"92-93-3"	415	"<Not Assigned>"	92933	"Nitrobiphenyl"	"4-Nitrobiphenyl"	"4-Nitrobiphenyl"	1987																												0.00788	1240		3.82		9.835	93.12	12.62	0.011	87.37	99.0	470	0.00000354		199.21	0	1	0	0	0	1	1	0	1	1	1	0		0	"CNM"						0	
"1836755"	"1836-75-5"	416	"<Not Assigned>"	1836755	"Nitrofen"	"Nitrofen"	"Nitrofen"	1987																												0.00427	4400		4.64		1	96.14	38.23	0.0	61.77	99.0	1550	0.000000255		284.1	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						0	
"51752"	"51-75-2"	417	"<Not Assigned>"	51752	"Nitrogen mustard"	"Nitrogen mustard"	"Nitrogen mustard"	1987																												0.0227	25		0.91		12000	99.1	0.071	0.01	99.92	99.0	2.9	0.0000000848		156.06	0	0	0	0	0	0	1	0	1	1	1	0		0	"CNM"						0	
"55630"	"55-63-0"	418	"<Not Assigned>"	55630	"Nitroglycerin"	"Nitroglycerin"	"Nitroglycerin"	1987	"interim derived"							0.03	100	10	"L"		"interim derived"		2.1	"B2"				"interim derived"		"interim derived"	4200	4200	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.00296	468	7.7E-6	1.62		1380	75.4	0.95	0.0	99.05	99.0	10	0.0000000987		227.09	0	0	0	0	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	4200
"88755"	"88-75-5"	419	"<Not Assigned>"	88755	"Nitrophenol"	"2-Nitrophenol"	"2-Nitrophenol"	1987																												0.00243	113		1.79		2500	53.42	2.15	23.96	73.89	99.0	14	0.0000128		139.11	0	0	0	1	0	1	0	0	1	1	1	1	"0"	0	"CNM"						0	
"100027"	"100-02-7"	420	"<Not Assigned>"	100027	"Nitrophenol, 4-"	"4-Nitrophenol"	"4-Nitrophenol"	1987	"final derived, OPP 11/2003"	0.0046	1000		"L"	"final derived"		0.0025	1000		"L"		"final derived"			"D"					"5/14/1996"	"OPP"	390	200	"Non-carcinogen"	"Non-carcinogen"	"Non-carcinogen"	0.0116	141	0.0021	1.91		11600	99.48	0.42	92.39	7.18	99.0	110	0.000000000415		139.11	0	1	0	1	0	1	0	0	1	1	1	1	"0"	0	"CNM"						1	390
"79469"	"79-46-9"	421	"<Not Assigned>"	79469	"Nitropropane, 2-"	"2-Nitropropane"	"2-Nitropropane"	1987	"IRIS 4/1997, HEAST 7/1997"	0.02	1000	1	"L"	"IRIS"	"3/1/1991"							2.7		"B2"	"7/1997"	"HEAST"			"7/1997"	"HEAST"	19000	19000	"Carcinogen*"	"Carcinogen"	"Carcinogen"	7.02E-4	21		0.93		17000	75.73	0.83	2.5	96.66	99.0	10	0.000119		89.1	0	1	0	0	0	1	1	0	1	1	1	1	"4"	0	"CNM"						1	19000
"759739"	"759-73-9"	422	"<Not Assigned>"	759739	"Nitroso-N-ethylurea, N-"	"N-Nitroso-N-ethylurea"	"N-Nitroso-N-ethylurea"	1987	"HEAST 7/1997"														140.0	"B2"			"7/1997"	"HEAST"	"7/1997"	"HEAST"	280000	280000	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.0135	24	6.3E-6	0.23		13000	45.44	2.4	0.0	97.6	99.0	3	0.000000000132		117.11	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	280000
"684935"	"684-93-5"	423	"<Not Assigned>"	684935	"Nitroso-N-methylurea"	"N-Nitroso-N-methylurea"	"N-Nitroso-N-methylurea"	1987																												0.00421	23		-0.03		14400	45.43	2.38	0.0	97.62	99.0	2.8	0.0000000000991		103.08	0	1	0	0	0	1	1	0	1	1	1	0		0	"CNM"						0	
"924163"	"924-16-3"	424	"<Not Assigned>"	924163	"Nitrosodi-n-butylamine, N-"	"N-Nitrosodi-n-butylamine"	"N-Nitrosodi-n-butylamine"	1987	"IRIS 4/1997"													1.6	5.4	"B2"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	11000	11000	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.0724	86		2.63		1270	46.62	2.85	0.94	96.2	99.0	59	0.0000132		158.25	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	11000
"621647"	"621-64-7"	425	"<Not Assigned>"	621647	"Nitrosodi-n-propylamine, N-"	"N-Nitrosodi-n-propylamine"	"N-Nitrosodi-n-propylamine"	1987	"IRIS 4/1997, CalEPA 5/2001"													2.0	7.0	"B2"	"4/1999"	"CalEPA"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	14000	14000	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.0648	24		1.36		13000	45.79	2.51	0.39	97.1	99.0	6.4	0.00000538		130.19	0	0	0	1	0	1	1	0	1	1	1	0		0	"CNM"						1	14000
"55185"	"55-18-5"	426	"<Not Assigned>"	55185	"Nitrosodiethylamine, N-"	"N-Nitrosodiethylamine"	"N-Nitrosodiethylamine"	1987	"IRIS 4/1997"													43.0	150.0	"B2"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	310000	300000	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.0478	7.5		0.48		106000	22.14	6.55	0.77	92.68	99.0	3.2	0.00000363		102.14	0	0	0	0	0	1	1	0	1	1	1	0		0	"CNM"						1	310000
"62759"	"62-75-9"	427	"<Not Assigned>"	62759	"Nitrosodimethylamine, N-"	"N-Nitrosodimethylamine"	"N-Nitrosodimethylamine"	1987	"IRIS 4/1997"													14.0	51.0	"B2"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	100000	100000	"Carcinogen"	"Carcinogen"	"Carcinogen"	0.00683	2		-0.57		1000000	45.46	2.38	0.13	97.49	99.0	3.2	0.00000182		74.08	0	1	0	1	0	1	1	0	1	1	1	0		0	"CNM"						1	100000
"86306"	"86-30-6"	428	"<Not Assigned>"	86306	"Nitrosodiphenylamine, N-"	"N-Nitrosodiphenylamine"	"N-Nitrosodiphenylamine"	1987	"IRIS 4/1997"														0.0049	"B2"			"7/1/1993"	"IRIS"	"7/1/1993"	"IRIS"	9.8	9.8	"Carcinogen"	"Carcinogen*"	"Carcinogen"	0.067	620		3.13		35	57.77	8.34	0.052	91.6	99.0	219	0.00000121		198.23	0	0	0	1	0	1	0	0	1	1	1	0		0	"CNM"						1	9.8
"156105"	"156-10-5"	429	"<Not Assigned>"	156105	"Nitrosodiphenylamine, p-"	"p-Nitrosodiphenylamine"	"p-Nitrosodiphenylamine"	1987	"CalEPA 7/2001, IARC 9/2001"													0.0063		"D"	"4/1999"	"CalEPA"			"1987"	"IARC"	4.5	4.5	"Carcinogen*"	"Carcinogen"	"Carcinogen"	0.54	910		3.16		17.3	58.45	8.66	0.0	91.34	99.0	150	0.000000011		198.23	0	0	0	0	0	0	0	0	1	1	1	0		0	"CNM"						1	4.5
